,index,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
871,994443,1110107526,2016-05-22T00:00:00,1412.0,,,CA,201704.0,,TOYO,PA,BR,5333 ZOO DR/SO LOT,,36.0,6344K7,PK OUTSD PK STL,58.0,99999.0,99999.0
872,994454,1110107633,2016-05-22T00:00:00,1520.0,,,CA,201701.0,,NISS,PA,BR,5333 ZOO DR/NO LOT,,36.0,000,6433K7,,99999.0,99999.0
873,994475,1110264330,2016-05-29T00:00:00,1935.0,,,CA,201503.0,,HOND,PA,BR,FIGUEROA/AVE 49,11A48,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
874,994609,1114139681,2016-06-07T00:00:00,1030.0,,,CA,201612.0,,INFI,PA,BR,222 S PLYMOUTH BL,00451,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
875,994634,1114140930,2016-06-07T00:00:00,1229.0,,,CA,201705.0,,LROV,PA,BR,733 N MANSFIELD AVE,00443,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
876,1003060,1109080265,2016-05-20T00:00:00,1806.0,,,CA,201606.0,,LEXU,PA,BR,2800 E OBSERVATORY,,4.0,6344K7,PK OUTSD PK STL,58.0,6470141.4,1867430.4
877,1003097,1109103785,2016-05-28T00:00:00,1331.0,,,NV,201703.0,,NISS,PA,BR,WEST OBSERVATORY RD,,4.0,8056E4,RED ZONE,93.0,99999.0,99999.0
878,1003346,1110300133,2016-05-29T00:00:00,820.0,,,CA,201703.0,,CHEV,SU,BR,239 E 5TH ST,RD015,1.0,8069AA,NO STOP/STAND AM,93.0,6486971.9,1839000.5
879,1003376,1111524901,2016-05-22T00:00:00,1225.0,,,CA,201705.0,,FORD,PA,BR,10937 FOOTHILL BLVD,,4.0,572521D,MT FIRE RD NO PERMIT,105.0,99999.0,99999.0
880,1003434,1115709011,2016-06-02T00:00:00,945.0,,,CA,201604.0,,HOND,PA,BR,BEVERLYWOOD/ROBERTSO,8QL2,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
881,1003548,1116289661,2016-06-07T00:00:00,1654.0,,,CA,201701.0,,INTL,TR,BR,10850 WILSHIRE BLVD,00201,51.0,8070,PARK IN GRID LOCK ZN,163.0,6427924.3,1844290.1
882,1012705,1110388812,2016-06-02T00:00:00,1520.0,,,CA,201608.0,,ITAS,RV,BR,2200 1ST ST,4ZL98,1.0,80732,EXCEED 72 HOURS,68.0,99999.0,99999.0
883,1012807,1112170485,2016-05-26T00:00:00,1430.0,,,CA,201607.0,,NISS,PA,BR,7610 WOODLEY AVE,2C12,11.0,21113,PRKG PUBL GRNDS,40.0,6415432.1,1898663.3
884,1012896,1112211015,2016-05-29T00:00:00,1958.0,,,CA,200216.0,,CHEV,PA,BR,300 WORLD WAY,3C113,2.0,17104H,LOAD/UNLOAD ONLY,93.0,6439954.7,1802686.6
885,1012978,1112230313,2016-05-27T00:00:00,1800.0,,,CA,201611.0,,TOYO,PA,BR,7610 WOODLEY AVE,2C12,11.0,5204A,EXPIRED TAGS,25.0,6415432.1,1898663.3
886,1012989,1112232833,2016-05-30T00:00:00,2017.0,,,CA,201607.0,,PONT,PA,BR,600 WORLD WAY U/L,3C13B,2.0,17104H,LOAD/UNLOAD ONLY,93.0,6439825.1,1802687.1
887,1013007,1112589892,2016-05-24T00:00:00,1330.0,,,CA,201502.0,,NISS,PA,BR,509 E 103RD ST,18SL4,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
888,1013065,1112654782,2016-06-09T00:00:00,831.0,,,CA,201610.0,,MERZ,PA,BR,9223 COMPTON AVE,00557,55.0,8069BS,NO PARK/STREET CLEAN,73.0,6487062.4,1805375.8
889,1013080,1112655703,2016-06-09T00:00:00,700.0,,,CA,201610.0,,CHEV,PA,BR,2101 W 54TH ST,00500,55.0,8056E4,RED ZONE,93.0,6465870.9,1820065.7
890,1020317,1109493910,2016-06-06T00:00:00,1805.0,,,CA,201509.0,,ACUR,PA,BR,520 S PARK VIEW,2FB43,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
891,1020389,1112589575,2016-05-30T00:00:00,1355.0,,,CA,201701.0,,TOYO,PA,BR,900 BLK E 108TH ST,18SL3,1.0,8061,STNDNG IN ALLEY,68.0,99999.0,99999.0
892,1020517,1114143026,2016-06-11T00:00:00,1106.0,,,CA,201705.0,,VOLK,PA,BR,6507 HOLLYWOOD BL,00478,54.0,8056E2,YELLOW ZONE,58.0,99999.0,99999.0
893,1020523,1114143085,2016-06-11T00:00:00,1432.0,12,,NH,201607.0,,HOND,PA,BR,1001 N HYPERION AV,00478,54.0,8058L,PREF PARKING,68.0,6476639.9,1855177.3
894,1028694,1110204756,2016-06-05T00:00:00,1135.0,,,CA,201507.0,,MITS,PA,BR,7507 COLLETT AVE,10A17,1.0,4000A1,NO EVIDENCE OF REG,50.0,6415779.2,1897966.0
895,1036579,1107475563,2016-06-01T00:00:00,850.0,,,CA,201601.0,,JEEP,UT,BR,1065 S SEASIDE,1L59,3.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
896,1036584,1107649760,2016-06-10T00:00:00,1900.0,,,CA,201702.0,,TOYO,TR,BR,YUCCA E/O WHITLEY,,1.0,8069A,NO STOPPING/STANDING,93.0,99999.0,99999.0
897,1036655,1109347466,2016-05-29T00:00:00,950.0,,,CA,201509.0,,FORD,VN,BR,IMPERIAL HWY/DENVER,25MQ1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
898,1036753,1110100283,2016-06-09T00:00:00,2015.0,,,CA,201606.0,,PONT,TR,BR,2333 FERNDELL,,36.0,8603,PK IN PROH AREA,68.0,99999.0,99999.0
899,1036754,1110100294,2016-06-09T00:00:00,2016.0,,,CA,201607.0,,ACUR,PA,BR,2333 FERN DELL,,36.0,8603,PK IN PROH AREA,68.0,99999.0,99999.0
900,1036764,1110100530,2016-06-09T00:00:00,2330.0,,,CA,201707.0,,BUIC,PA,BR,4545 HOMER ST,,36.0,8603,PK IN PROH AREA,68.0,6500034.6,1856951.4
901,1036786,1110103540,2016-06-11T00:00:00,600.0,,,CA,201707.0,,BUIC,PA,BR,4545 HOMER ST,,36.0,6344K2,NO PK BET 1-3AM,68.0,6500034.6,1856951.4
902,1036861,1112687494,2016-06-01T00:00:00,730.0,,,CA,201602.0,,MAZD,PA,BR,5538 S LONG BEACH,01377,1.0,4000A1,NO EVIDENCE OF REG,50.0,6487951.7,1819754.6
903,1036894,1112977482,2016-05-24T00:00:00,1630.0,,,CA,201608.0,,CHEV,VN,BR,1621 E 103RD ST,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,6487225.5,1801808.7
904,1036905,1112977854,2016-06-07T00:00:00,1000.0,,,CA,201007.0,,CHEV,VN,BR,911 S HOOVER,25MQ4,1.0,4000A1,NO EVIDENCE OF REG,50.0,6475571.2,1842677.2
905,1037173,1117172770,2016-05-19T00:00:00,1705.0,,,WA,201703.0,,INTL,,BR,614 TERMINAL WAY,M71,3.0,8056E4,RED ZONE,93.0,99999.0,99999.0
906,1045435,1108871956,2016-06-10T00:00:00,1235.0,,,CA,200909.0,,CHEV,PA,BR,1937 W 42ND PL,3A98,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
907,1045505,1110100736,2016-06-13T00:00:00,2245.0,,,CA,201612.0,,TOYO,PA,BR,4730 CRYSTAL SPRINGS,,36.0,8603,PK IN PROH AREA,68.0,6476114.7,1872692.3
908,1045936,1112843001,2016-06-06T00:00:00,1140.0,,,CA,201509.0,,GMC,SU,BR,78TH/HOOVER,25MP2,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
909,1046052,1114146095,2016-06-15T00:00:00,821.0,,,CA,201606.0,,,PA,BR,4600 W 4TH ST,00451,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6465572.6,1846966.7
910,1046086,1116118500,2016-05-31T00:00:00,245.0,,,CA,201702.0,,CHEV,TR,BR,HYDE PARK/HAAS AV,25MP1,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
911,1046105,1116291956,2016-06-15T00:00:00,1826.0,,,CA,201705.0,,MBNZ,PA,BR,2355 S MIDVALE AVE,00201,51.0,8058L,PREF PARKING,68.0,99999.0,99999.0
912,1055577,1110282736,2016-06-01T00:00:00,830.0,,,CA,201510.0,,TOYO,PA,BR,GARBER/HADDON,MQ16,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
913,1055875,1112206815,2016-06-07T00:00:00,1355.0,,,CA,201610.0,,LEXU,TR,BR,500 WORLD WAY L/L,2C153,2.0,8939,WHITE CURB,58.0,6439868.3,1802686.9
914,1055970,1112225380,2016-06-14T00:00:00,700.0,,,CA,201601.0,,WNBG,RV,BR,94TH ST/ISIS AVE,1A101,2.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
915,1056007,1112229860,2016-06-07T00:00:00,2106.0,,,CA,201606.0,,SAAB,PA,BR,380 WORLD WAY L/L,3C196,2.0,8939,WHITE CURB,58.0,6439920.1,1802686.7
916,1056118,1112236090,2016-06-10T00:00:00,1636.0,,,CA,201610.0,,CADI,PA,BR,96 ST/JENNY,2A204,2.0,8936,RED CURB,93.0,99999.0,99999.0
917,1056138,1112650416,2016-06-16T00:00:00,837.0,,,CA,,,KIA,SU,BR,1600 W 30TH ST,00535,55.0,8069BS,NO PARK/STREET CLEAN,73.0,6470699.4,1832456.7
918,1056280,1116270643,2016-06-16T00:00:00,927.0,,,OR,,,DODG,VN,BR,5608 E BALTIMORE ST,00675,56.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
919,1063676,1109119745,2016-06-05T00:00:00,1500.0,,,OH,201611.0,,JEEP,PA,BR,WESTERN CANYON ROAD,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
920,1063723,1110148454,2015-04-04T00:00:00,1800.0,,,CA,,,CHEV,PA,BR,2131 E 115TH ST,01849,1.0,80714,PRIVATE PROPERTY,68.0,6490539.5,1797166.2
921,1063918,1114085173,2016-06-18T00:00:00,315.0,,,CA,201704.0,,HOND,VN,BR,870 S WESTERN AV,00403,54.0,8069B,NO PARKING,73.0,99999.0,99999.0
922,1072388,1110388834,2016-06-14T00:00:00,1110.0,,,CA,201506.0,,WINO,RV,BR,5301 VIA MARISOL,4ZL98,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
923,1072417,1112090910,2016-06-18T00:00:00,720.0,,,CA,201405.0,,MERZ,PA,BR,6101 WESTCHESTER PKW,1A206,2.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
924,1072422,1112157896,2016-06-17T00:00:00,2055.0,,,CA,201603.0,,LEXU,PA,BR,9019 AIRPORT BLVD,2A207,2.0,4000A1,NO EVIDENCE OF REG,50.0,6444686.7,1806252.4
925,1072474,1112976513,2016-06-12T00:00:00,1420.0,,,CA,201607.0,,OLDS,PA,BR,3000 S VERMONT AV,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
926,1072481,1112976583,2016-06-13T00:00:00,1710.0,,,CA,201702.0,,HOND,PA,BR,WESTERN AV/JEFFERSON,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
927,1072495,1112978285,2016-06-12T00:00:00,810.0,,,CA,201701.0,,FORD,TR,BR,98TH ST W/O FIGUEROA,25MQ1,1.0,8069A,NO STOPPING/STANDING,93.0,99999.0,99999.0
928,1080823,1106497044,2016-06-13T00:00:00,1940.0,,,CA,201610.0,,HOND,PA,BR,836 S PARK VIEW,2A76,1.0,013,22500H,68.0,99999.0,99999.0
929,1080846,1108195690,2016-06-13T00:00:00,340.0,,,CA,200803.0,,COAC,RV,BR,6900 BLK MANCHESTER,14SL7,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
930,1080880,1108718181,2016-06-16T00:00:00,940.0,,,CA,201609.0,,CHEV,TR,BR,1519 PLEASANT,4A15,1.0,8061,STNDNG IN ALLEY,68.0,99999.0,99999.0
931,1080920,1109137153,2016-05-26T00:00:00,1240.0,,,CA,201502.0,,CHEV,TR,BR,9014 ILEX AVE,22MP4,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
932,1081046,1110100482,2016-06-15T00:00:00,2242.0,,,CA,201702.0,,LEXU,PA,BR,1141 EAGLE VISTA,,36.0,6344K2,NO PK BET 1-3AM,68.0,6504463.3,1874621.5
933,1081066,1110103363,2016-06-20T00:00:00,2200.0,,,CA,201706.0,,CHEV,PA,BR,1400 N ACADEMY RD,,36.0,8069B,NO PARKING,73.0,99999.0,99999.0
934,1081144,1110110072,2016-06-16T00:00:00,1200.0,,,CA,201604.0,,NISS,PA,BR,3237 LOF FELIZ,,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
935,1081155,1110114261,2016-06-15T00:00:00,2019.0,,,CA,201610.0,,MINI,PA,BR,2333 FERN DELL,,36.0,8603,PK IN PROH AREA,68.0,99999.0,99999.0
936,1081240,1112690530,2016-06-15T00:00:00,1100.0,,,CA,201512.0,,CADI,PA,BR,1151 E 51ST ST,01364,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
937,1081305,1114146633,2016-06-21T00:00:00,1015.0,,,CA,201706.0,,KIA,PA,BR,5601 VIRGINIA AVE,00443,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6467535.3,1855932.6
938,1081402,1115784110,2016-06-08T00:00:00,550.0,,,CA,201602.0,,CADI,PA,BR,WINGO ST/SAN FERNAND,16EL1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
939,1081404,1115928251,2016-05-29T00:00:00,1440.0,,,CA,201506.0,,HOND,PA,BR,FOOTHILL/HANSENDAM,16A37,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
940,1081423,1116074875,2016-06-15T00:00:00,1315.0,,,CA,201610.0,,KIA,PA,BR,7610 WOODLEY AV,M24,1.0,569,2251157A,363.0,6415432.1,1898663.3
941,1081424,1116074886,2016-06-15T00:00:00,1315.0,,,CA,201610.0,,KIA,PA,BR,7610 WOODLEY AV,M24,1.0,225078A,HANDICAP/NO DP ID,363.0,6415432.1,1898663.3
942,1089634,1109361326,2016-06-18T00:00:00,830.0,,,CA,201506.0,,MERZ,PA,BR,1311 W FLORENCE AVE,12A53,1.0,011,22500F,68.0,6471224.5,1813268.0
943,1089702,1110418842,2016-06-10T00:00:00,138.0,,,CA,201601.0,,HOND,PA,BR,7223 VANALDEN,10X88,1.0,4000A1,NO EVIDENCE OF REG,50.0,6395621.0,1896169.6
944,1089727,1112589623,2016-06-13T00:00:00,950.0,,,CA,201406.0,,CHEV,PA,BR,300 E 111TH PL,18SL3,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
945,1089730,1112590511,2016-06-12T00:00:00,845.0,,,CA,201603.0,,CHEV,PA,BR,11868 S SAN PEDRO ST,18SL6,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
946,1098400,1112170220,2016-05-12T00:00:00,800.0,,,CA,201609.0,,TOYO,PA,BR,7610 WOODLEY AVE,1C15,11.0,89391C,EXCEED TIME LMT,58.0,6415432.1,1898663.3
947,1098404,1112176321,2016-06-12T00:00:00,2259.0,,,CA,201604.0,,VOLV,PA,BR,380 WORLD WAY U/L,3C116,2.0,8939,WHITE CURB,58.0,6439920.1,1802686.7
948,1098447,1112211166,2016-06-11T00:00:00,13.0,,,CA,200516.0,,ROVE,PA,BR,400 WORLD WAY,3C113,2.0,17104H,LOAD/UNLOAD ONLY,93.0,6439911.5,1802686.8
949,1098502,1112227480,2016-06-21T00:00:00,1222.0,,,CA,201702.0,,DODG,PA,BR,380 WORLD WAY L/L,2C144,2.0,8939,WHITE CURB,58.0,6439920.1,1802686.7
950,1098529,1112230873,2016-06-14T00:00:00,2156.0,,,CA,201606.0,,FORD,TR,BR,100 WORLD WAY L/L,C3101,2.0,8939,WHITE CURB,58.0,6440041.1,1802686.2
951,1098756,1116115803,2016-06-20T00:00:00,836.0,,,CA,201602.0,,TOYO,PA,BR,WESTMINSTER AVE/PARK,01412,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
952,1106351,1109069275,2016-06-16T00:00:00,950.0,,,CA,200106.0,,VOLK,PA,BR,BERENDO ST/CLINTON,,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
953,1106537,1116083205,2016-06-22T00:00:00,715.0,,,CA,201504.0,,CADI,PA,BR,15226 WYANDOTTE ST,MQ11,1.0,4000A1,NO EVIDENCE OF REG,50.0,6421082.8,1896584.6
954,1243996,1104714192,2014-10-24T00:00:00,1834.0,,,IL,201408.0,5364,SUBA,PA,BR,100 WORLD WAY,3C102,2.0,8939,WHITE CURB,58.0,6439444.4,1802660.2
955,1243997,1104714203,2014-10-29T00:00:00,1617.0,,,CA,201503.0,0962,TOYO,PA,BR,,3C204,2.0,013,22500H,68.0,99999.0,99999.0
956,1243999,1104714236,2014-10-29T00:00:00,2014.0,,,CA,201411.0,6086,HOND,PA,BR,380 WORLD WAY L/L,3C204,2.0,8939,WHITE CURB,58.0,6437952.7,1801832.1
957,1244055,1104818035,2014-10-28T00:00:00,1744.0,,,CA,201502.0,3947,FORD,PA,BR,E/B 93RD ST/HINDRY,2A207,2.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0
958,1244293,1106552241,2014-10-23T00:00:00,1240.0,,,CA,201410.0,,FRHT,TR,BR,8400 GLENOAKS BL,,1.0,80692,COMVEH RES/OV TM LMT,78.0,6452694.0,1903983.7
959,1244344,1107514483,2014-10-30T00:00:00,1216.0,,,CA,201503.0,6841,TOYO,PA,BR,927 S PARK VIEW ST,00472,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6476183.8,1842311.0
960,1244371,1107524633,2014-10-30T00:00:00,1226.0,,,CA,201503.0,2261,NISS,VN,BR,953 S WESTMORELAND,00449,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6474106.5,1842182.1
961,1244475,1108625346,2014-10-25T00:00:00,1155.0,,,CA,201412.0,0314,JEEP,PA,BR,913 S FIGUEROA ST,1FB48,1.0,010,22500E,68.0,6482013.1,1839249.2
962,1244497,1109020080,2014-10-25T00:00:00,1620.0,CB707,,CA,201507.0,3086,FORD,PA,BR,MAPLE S/O 7TH,1FB48,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
963,1244623,1111670453,2014-10-29T00:00:00,1541.0,,,CA,201509.0,4876,,TR,BR,1111 E ROBIDOUX ST,00561,55.0,013,22500H,68.0,6485779.2,1745449.9
964,1244653,1111828723,2014-10-22T00:00:00,1725.0,,,CA,201406.0,,CHEV,TR,BR,2A WORLD WAY 1C,00024,2.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
965,1244681,1111831324,2014-10-23T00:00:00,1955.0,,,CA,201406.0,6227,CHEV,PA,BR,6221 W 96TH ST,5M39,2.0,4000A1,NO EVIDENCE OF REG,50.0,6442358.3,1804005.3
966,1244683,1111831346,2014-10-29T00:00:00,1840.0,,,CA,201406.0,8862,HOND,PA,BR,AVION DR/AIRPORT BL,5M39,2.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
967,1244727,1111837790,2014-10-24T00:00:00,2005.0,,,CA,201411.0,,FORD,TR,BR,301 W/W 1D,00024,2.0,8940,PARKING AREA,58.0,99999.0,99999.0
968,1244738,1111838011,2014-10-24T00:00:00,2230.0,,,MI,201411.0,1718,FORD,PA,BR,AVION/CENTURY,5M46,2.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
969,1244774,1111848290,2014-10-21T00:00:00,1016.0,,,CA,,,,PA,BR,380 WORLD WAY U/L,2C192,2.0,000,17104h,93.0,6437952.7,1801832.1
970,1252422,1109876692,2014-12-26T00:00:00,1041.0,,,CA,201505.0,,HOND,PA,BR,148 S GRAMERCY PL,00463,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6467047.0,1848774.5
971,1252455,1109878943,2014-12-26T00:00:00,1231.0,,,GA,201503.0,,TOYO,PA,BR,251 N KENMORE AV,00463,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6471864.4,1849303.5
972,1252658,1111753171,2014-12-26T00:00:00,1027.0,,,CA,,,FORD,PA,BR,15200 ACRE ST,00036,53.0,8069BS,NO PARK/STREET CLEAN,73.0,6421302.6,1906397.3
973,1261462,1108615266,2014-12-19T00:00:00,845.0,,,CA,201506.0,,TOYO,PA,BR,1647 W 208TH ST,5Z3,1.0,5200A,DSPLYPLATE A,25.0,6468180.8,1764984.4
974,1261820,1110840286,2014-12-27T00:00:00,1116.0,,,CA,201502.0,,HYUN,PA,BR,10835 S AVALON,00558,55.0,8056E4,RED ZONE,93.0,99999.0,99999.0
975,1261908,1111835480,2014-12-26T00:00:00,730.0,,,CA,201409.0,,HOND,,BR,11500 AVIATION BLVD,1X1,2.0,4000A1,NO EVIDENCE OF REG,50.0,6446854.7,1797236.5
976,1272909,1096930590,2014-12-09T00:00:00,825.0,,,CA,201411.0,,,PA,BR,CATTARAUGUS/CASTLE,34MQ4,1.0,8069A,NO STOPPING/STANDING,93.0,99999.0,99999.0
977,1273016,1107800643,2014-12-04T00:00:00,1535.0,,,CA,201405.0,,FORD,PA,BR,1242 EDRIS,8QL17,1.0,4000A1,NO EVIDENCE OF REG,50.0,6441116.4,1843018.4
978,1273109,1108351425,2014-12-21T00:00:00,1505.0,,,CA,201503.0,,FORD,PA,BR,45TH/ALAMEDA,13A13,1.0,013,22500H,68.0,6472081.4,1887261.5
979,1273111,1108351451,2014-12-21T00:00:00,1435.0,,,CA,201506.0,,CHEV,TR,BR,45TH/ALAMEDA,13A13,1.0,013,22500H,68.0,6472081.4,1887261.5
980,1273144,1108615314,2014-12-22T00:00:00,1045.0,,,CA,201507.0,,CHEV,TR,BR,1200 W I STREET,5A15,1.0,8056E4,RED ZONE,93.0,6477515.1,1742663.2
981,1273332,1109910222,2014-12-24T00:00:00,1100.0,,,CA,201408.0,,SATU,PA,BR,51ST/MCKINLEY,A75,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
982,1273378,1110091533,2014-12-21T00:00:00,1559.0,,,CA,201503.0,,NISS,PA,BR,2870 W 8TH ST,20Q19,1.0,8056E4,RED ZONE,93.0,6474304.8,1843521.3
983,1273441,1110098135,2014-12-15T00:00:00,1420.0,,,CA,201401.0,,FIAT,PA,BR,KINGSLEY N/O 5TH,20M18,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
984,1273464,1110098404,2014-12-20T00:00:00,1400.0,,,CA,201409.0,,HYUN,PA,BR,PACIFIC/GRAND VIEW,7Q175,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
985,1273572,1110314041,2014-12-16T00:00:00,355.0,,,CA,201503.0,,BMW,PA,BR,BRONSON N/O LEXINGTO,6Q172,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0
986,1285348,1107685843,2014-12-21T00:00:00,1350.0,,,CA,201507.0,,CHEV,PA,BR,251 E 6TH ST,1X32,1.0,000,80661,,6503917.5,1740241.9
987,1285351,1107685891,2014-12-21T00:00:00,1555.0,,,CA,201602.0,,CADI,PA,BR,251 E 6TH ST,1X32,1.0,8069C,PKD OVER TIME LIMIT,58.0,6503917.5,1740241.9
988,1285530,1109880052,2014-12-31T00:00:00,1005.0,,,CA,201511.0,,FORD,PA,BR,3701 W 7TH ST,00463,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6468799.5,1844252.7
989,1309075,1078650650,2015-01-01T00:00:00,1425.0,,,CA,201505.0,,NISS,PA,BR,1820 W SLAUSON AV,01233,1.0,225078A,HANDICAP/NO DP ID,363.0,6467803.1,1818576.9
990,1309091,1095881920,2014-12-21T00:00:00,1215.0,,,CA,201409.0,,KIA,PA,BR,8300 BLK HILLROSE,A35,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
991,1309137,1105474930,2014-12-30T00:00:00,1340.0,,,CA,201505.0,,FORD,TR,BR,HILLHURST/AMBROSE,11C2,1.0,225078C2,HANDICAP/CROSS HATCH,363.0,99999.0,99999.0
992,1318078,1101535223,2015-01-04T00:00:00,1018.0,,,CA,201410.0,,HOND,PA,BR,SHERMAN WAY/ETIWANDA,EL1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
993,1318254,1107710026,2015-01-06T00:00:00,1304.0,,,CA,201502.0,,FORD,PA,BR,3110 W 77TH ST,00551,55.0,8069BS,NO PARK/STREET CLEAN,73.0,6462607.1,1811622.4
994,1318280,1107790154,2014-12-16T00:00:00,400.0,,,CA,201501.0,,HYUN,PA,BR,11081 OPHIR DR,8A29,1.0,011,22500F,68.0,6424219.0,1847565.6
995,1318313,1108351016,2015-01-02T00:00:00,1430.0,,,CA,201504.0,,FORD,SU,BR,OLYMPIC/CENTRAL,13A27,1.0,013,22500H,68.0,99999.0,99999.0
996,1318329,1108855720,2015-01-03T00:00:00,920.0,,,CA,201401.0,,TOYO,PA,BR,263 W 41ST ST,13E3,1.0,4000A1,NO EVIDENCE OF REG,50.0,6487420.3,1841900.9
997,1318386,1109282090,2015-01-07T00:00:00,1050.0,,,CA,201505.0,,HOND,MC,BR,849 S OXFORD AV,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6468430.7,1843191.5
998,1318388,1109282112,2015-01-07T00:00:00,1052.0,,,CA,201502.0,,HOND,SC,BR,849 S OXFORD AV,00461,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6468430.7,1843191.5
999,1318467,1109903793,2014-12-30T00:00:00,1110.0,,,CA,201409.0,,FORD,PA,BR,45TH/BROADWAY,A63,1.0,4000A1,NO EVIDENCE OF REG,50.0,6418825.5,1820190.6
1000,1318509,1110367333,2015-01-03T00:00:00,730.0,,,CA,201507.0,,NISS,PA,BR,SAN PEDRO/JEFFERSON,,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1001,1328344,1109284912,2015-01-10T00:00:00,832.0,WW461,,AZ,201606.0,,HOND,PA,BR,600 S HOBART BL,00481,54.0,8813B,METER EXPIRED,63.0,6469184.0,1845651.2
1002,1328377,1109285251,2015-01-11T00:00:00,1309.0,12,,CA,201511.0,,HOND,PA,BR,1044 N HYPERION AV,00471,54.0,8058L,PREF PARKING,68.0,6476807.6,1855485.3
1003,1328462,1110569644,2015-01-09T00:00:00,1328.0,ER95,,CA,201504.0,,HOND,PA,BR,5052 N EAGLE ROCK BL,00673,56.0,8813B,METER EXPIRED,63.0,6496814.4,1872785.4
1004,1328499,1110580166,2015-01-09T00:00:00,1135.0,,,CA,200816.0,,HOND,PA,BR,4006 URSULA,00581,56.0,8056E4,RED ZONE,93.0,6454867.7,1827932.9
1005,1328558,1111334582,2015-01-08T00:00:00,820.0,,,CA,201502.0,,TOYO,PA,BR,3532 JASMINE AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6438646.2,1832482.9
1006,1328565,1111334652,2015-01-08T00:00:00,830.0,,,WA,201504.0,,BUIC,PA,BR,3615 VINTON AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1007,1328595,1111334954,2015-01-08T00:00:00,1029.0,,,CA,201507.0,,TOYO,PA,BR,3746 GLENDON AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6437554.2,1829446.3
